Category_Code,Data_Type,Total_Akaike_Weight,category1,category2,category3,category4,num_transactions,mean_price
13010204,reviews,0.866,Electronics,Accessories & Supplies,Audio & Video Accessories,Cables & Interconnects,644.0,9.981947898864746
13010204,titles,0.017,Electronics,Accessories & Supplies,Audio & Video Accessories,Cables & Interconnects,644.0,9.981947898864746
13060104,descriptions,0.963,Electronics,Computers & Accessories,Computer Accessories & Peripherals,Cables & Accessories,726.0,14.097244262695312
13060104,images,0.017,Electronics,Computers & Accessories,Computer Accessories & Peripherals,Cables & Accessories,726.0,14.097244262695312
13060104,reviews,0.004,Electronics,Computers & Accessories,Computer Accessories & Peripherals,Cables & Accessories,726.0,14.097244262695312
13060104,titles,0.017,Electronics,Computers & Accessories,Computer Accessories & Peripherals,Cables & Accessories,726.0,14.097244262695312
13060112,descriptions,0.978,Electronics,Computers & Accessories,Computer Accessories & Peripherals,"Keyboards, Mice & Accessories",656.0,20.646076202392578
13060112,images,0.004,Electronics,Computers & Accessories,Computer Accessories & Peripherals,"Keyboards, Mice & Accessories",656.0,20.646076202392578
13060112,reviews,0.010,Electronics,Computers & Accessories,Computer Accessories & Peripherals,"Keyboards, Mice & Accessories",656.0,20.646076202392578
13060112,titles,0.008,Electronics,Computers & Accessories,Computer Accessories & Peripherals,"Keyboards, Mice & Accessories",656.0,20.646076202392578
13060114,descriptions,0.089,Electronics,Computers & Accessories,Computer Accessories & Peripherals,Memory Cards,280.0,12.26
13060114,images,0.908,Electronics,Computers & Accessories,Computer Accessories & Peripherals,Memory Cards,280.0,12.26
13060114,reviews,0.000,Electronics,Computers & Accessories,Computer Accessories & Peripherals,Memory Cards,280.0,12.26
13060114,titles,0.003,Electronics,Computers & Accessories,Computer Accessories & Peripherals,Memory Cards,280.0,12.26
13060404,descriptions,0.891,Electronics,Computers & Accessories,Computers & Tablets,Tablets,593.0,149.31
13060404,images,0.109,Electronics,Computers & Accessories,Computers & Tablets,Tablets,593.0,149.31
13060404,reviews,0.000,Electronics,Computers & Accessories,Computers & Tablets,Tablets,593.0,149.31
13060404,titles,0.000,Electronics,Computers & Accessories,Computers & Tablets,Tablets,593.0,149.31
13060701,descriptions,0.174,Electronics,Computers & Accessories,Monitors,Monitors,278.0,127.0
13060701,images,0.461,Electronics,Computers & Accessories,Monitors,Monitors,278.0,127.0
13060701,reviews,0.194,Electronics,Computers & Accessories,Monitors,Monitors,278.0,127.0
13060701,titles,0.170,Electronics,Computers & Accessories,Monitors,Monitors,278.0,127.0
13110101,descriptions,0.071,Electronics,Headphones,Earbud Headphones,Earbud Headphones,1598.0,81.51
13110101,images,0.707,Electronics,Headphones,Earbud Headphones,Earbud Headphones,1598.0,81.51
13110101,reviews,0.079,Electronics,Headphones,Earbud Headphones,Earbud Headphones,1598.0,81.51
13110101,titles,0.143,Electronics,Headphones,Earbud Headphones,Earbud Headphones,1598.0,81.51
13181001,descriptions,0.000,Electronics,Television & Video,Streaming Media Players,Streaming Media Players,2470.0,55.1854362487793
13181001,images,1.000,Electronics,Television & Video,Streaming Media Players,Streaming Media Players,2470.0,55.1854362487793
13181001,reviews,0.000,Electronics,Television & Video,Streaming Media Players,Streaming Media Players,2470.0,55.1854362487793
13181001,titles,0.000,Electronics,Television & Video,Streaming Media Players,Streaming Media Players,2470.0,55.1854362487793
14020210,descriptions,0.294,Grocery & Gourmet Food,Beverages,"Bottled Beverages, Water & Drink Mixes",Water,507.0,10.54195785522461
14020210,images,0.009,Grocery & Gourmet Food,Beverages,"Bottled Beverages, Water & Drink Mixes",Water,507.0,10.54195785522461
14020210,reviews,0.011,Grocery & Gourmet Food,Beverages,"Bottled Beverages, Water & Drink Mixes",Water,507.0,10.54195785522461
14020210,titles,0.685,Grocery & Gourmet Food,Beverages,"Bottled Beverages, Water & Drink Mixes",Water,507.0,10.54195785522461
14020605,descriptions,0.507,Grocery & Gourmet Food,Beverages,"Coffee, Tea & Cocoa",Coffee,1000.0,31.875690460205078
14020605,images,0.258,Grocery & Gourmet Food,Beverages,"Coffee, Tea & Cocoa",Coffee,1000.0,31.875690460205078
14020605,reviews,0.224,Grocery & Gourmet Food,Beverages,"Coffee, Tea & Cocoa",Coffee,1000.0,31.875690460205078
14020605,titles,0.011,Grocery & Gourmet Food,Beverages,"Coffee, Tea & Cocoa",Coffee,1000.0,31.875690460205078
14020608,descriptions,0.047,Grocery & Gourmet Food,Beverages,"Coffee, Tea & Cocoa",Tea,427.0,15.68187427520752
14020608,images,0.612,Grocery & Gourmet Food,Beverages,"Coffee, Tea & Cocoa",Tea,427.0,15.68187427520752
14020608,reviews,0.121,Grocery & Gourmet Food,Beverages,"Coffee, Tea & Cocoa",Tea,427.0,15.68187427520752
14020608,titles,0.220,Grocery & Gourmet Food,Beverages,"Coffee, Tea & Cocoa",Tea,427.0,15.68187427520752
14180404,descriptions,0.458,Grocery & Gourmet Food,Snack Foods,Chips & Crisps,Potato,448.0,13.418075561523438
14180404,images,0.102,Grocery & Gourmet Food,Snack Foods,Chips & Crisps,Potato,448.0,13.418075561523438
14180404,reviews,0.322,Grocery & Gourmet Food,Snack Foods,Chips & Crisps,Potato,448.0,13.418075561523438
14180404,titles,0.118,Grocery & Gourmet Food,Snack Foods,Chips & Crisps,Potato,448.0,13.418075561523438
16030103,descriptions,0.640,Health & Household,Health Care,Alternative Medicine,Aromatherapy,794.0,13.388595581054688
16030103,images,0.109,Health & Household,Health Care,Alternative Medicine,Aromatherapy,794.0,13.388595581054688
16030103,reviews,0.016,Health & Household,Health Care,Alternative Medicine,Aromatherapy,794.0,13.388595581054688
16030103,titles,0.236,Health & Household,Health Care,Alternative Medicine,Aromatherapy,794.0,13.388595581054688
16040408,descriptions,0.084,Health & Household,Household Supplies,Household Batteries,AAA,1610.0,10.795845985412598
16040408,images,0.423,Health & Household,Household Supplies,Household Batteries,AAA,1610.0,10.795845985412598
16040408,reviews,0.103,Health & Household,Household Supplies,Household Batteries,AAA,1610.0,10.795845985412598
16040408,titles,0.390,Health & Household,Household Supplies,Household Batteries,AAA,1610.0,10.795845985412598
16041006,descriptions,0.324,Health & Household,Household Supplies,Paper & Plastic,Paper & Plastic,923.0,21.764205932617188
16041006,images,0.295,Health & Household,Household Supplies,Paper & Plastic,Paper & Plastic,923.0,21.764205932617188
16041006,reviews,0.100,Health & Household,Household Supplies,Paper & Plastic,Paper & Plastic,923.0,21.764205932617188
16041006,titles,0.280,Health & Household,Household Supplies,Paper & Plastic,Paper & Plastic,923.0,21.764205932617188
16041007,descriptions,0.086,Health & Household,Household Supplies,Paper & Plastic,Paper Towels,728.0,21.6958065032959
16041007,images,0.011,Health & Household,Household Supplies,Paper & Plastic,Paper Towels,728.0,21.6958065032959
16041007,reviews,0.009,Health & Household,Household Supplies,Paper & Plastic,Paper Towels,728.0,21.6958065032959
16041007,titles,0.895,Health & Household,Household Supplies,Paper & Plastic,Paper Towels,728.0,21.6958065032959
17021806,descriptions,0.016,Home & Kitchen,Bedding,Sheets & Pillowcases,Sheet & Pillowcase Sets,864.0,30.230554580688477
17021806,images,0.877,Home & Kitchen,Bedding,Sheets & Pillowcases,Sheet & Pillowcase Sets,864.0,30.230554580688477
17021806,reviews,0.093,Home & Kitchen,Bedding,Sheets & Pillowcases,Sheet & Pillowcase Sets,864.0,30.230554580688477
17021806,titles,0.014,Home & Kitchen,Bedding,Sheets & Pillowcases,Sheet & Pillowcase Sets,864.0,30.230554580688477
17050304,descriptions,0.504,Home & Kitchen,Furniture,Bedroom Furniture,"Beds, Frames & Bases",360.0,146.30960083007812
17050304,images,0.416,Home & Kitchen,Furniture,Bedroom Furniture,"Beds, Frames & Bases",360.0,146.30960083007812
17050304,reviews,0.063,Home & Kitchen,Furniture,Bedroom Furniture,"Beds, Frames & Bases",360.0,146.30960083007812
17050304,titles,0.017,Home & Kitchen,Furniture,Bedroom Furniture,"Beds, Frames & Bases",360.0,146.30960083007812
17050306,descriptions,0.140,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,202.8076629638672
17050306,images,0.065,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,202.8076629638672
17050306,reviews,0.777,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,202.8076629638672
17050306,titles,0.018,Home & Kitchen,Furniture,Bedroom Furniture,Mattresses & Box Springs,376.0,202.8076629638672
17111205,descriptions,0.006,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,24.747821807861328
17111205,images,0.510,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,24.747821807861328
17111205,reviews,0.483,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,24.747821807861328
17111205,titles,0.001,Home & Kitchen,Kitchen & Dining,Storage & Organization,Food Storage,382.0,24.747821807861328
21010906,descriptions,0.579,Office Products,Office & School Supplies,Filing Products,Folders,538.0,12.40532398223877
21010906,images,0.082,Office Products,Office & School Supplies,Filing Products,Folders,538.0,12.40532398223877
21010906,reviews,0.102,Office Products,Office & School Supplies,Filing Products,Folders,538.0,12.40532398223877
21010906,titles,0.237,Office Products,Office & School Supplies,Filing Products,Folders,538.0,12.40532398223877
21011403,descriptions,0.082,Office Products,Office & School Supplies,Paper,Copy & Printing Paper,876.0,35.35289764404297
21011403,images,0.029,Office Products,Office & School Supplies,Paper,Copy & Printing Paper,876.0,35.35289764404297
21011403,reviews,0.589,Office Products,Office & School Supplies,Paper,Copy & Printing Paper,876.0,35.35289764404297
21011403,titles,0.299,Office Products,Office & School Supplies,Paper,Copy & Printing Paper,876.0,35.35289764404297
21012004,descriptions,0.118,Office Products,Office & School Supplies,Writing & Correction Supplies,Markers & Highlighters,547.0,8.665539741516113
21012004,images,0.769,Office Products,Office & School Supplies,Writing & Correction Supplies,Markers & Highlighters,547.0,8.665539741516113
21012004,reviews,0.088,Office Products,Office & School Supplies,Writing & Correction Supplies,Markers & Highlighters,547.0,8.665539741516113
21012004,titles,0.025,Office Products,Office & School Supplies,Writing & Correction Supplies,Markers & Highlighters,547.0,8.665539741516113
21012008,descriptions,0.022,Office Products,Office & School Supplies,Writing & Correction Supplies,Pens & Refills,518.0,24.91851234436035
21012008,images,0.588,Office Products,Office & School Supplies,Writing & Correction Supplies,Pens & Refills,518.0,24.91851234436035
21012008,reviews,0.372,Office Products,Office & School Supplies,Writing & Correction Supplies,Pens & Refills,518.0,24.91851234436035
21012008,titles,0.018,Office Products,Office & School Supplies,Writing & Correction Supplies,Pens & Refills,518.0,24.91851234436035
21021101,descriptions,0.250,Office Products,Office Electronics,Printers & Accessories,Printer Parts & Accessories,741.0,59.9017448425293
21021101,images,0.074,Office Products,Office Electronics,Printers & Accessories,Printer Parts & Accessories,741.0,59.9017448425293
21021101,reviews,0.041,Office Products,Office Electronics,Printers & Accessories,Printer Parts & Accessories,741.0,59.9017448425293
21021101,titles,0.635,Office Products,Office Electronics,Printers & Accessories,Printer Parts & Accessories,741.0,59.9017448425293
23021004,descriptions,0.421,Pet Supplies,Cats,Food,Wet,414.0,13.86228084564209
23021004,images,0.404,Pet Supplies,Cats,Food,Wet,414.0,13.86228084564209
23021004,reviews,0.077,Pet Supplies,Cats,Food,Wet,414.0,13.86228084564209
23021004,titles,0.098,Pet Supplies,Cats,Food,Wet,414.0,13.86228084564209
23021309,descriptions,0.097,Pet Supplies,Cats,Litter & Housebreaking,Litter,347.0,21.821752548217773
23021309,images,0.069,Pet Supplies,Cats,Litter & Housebreaking,Litter,347.0,21.821752548217773
23021309,reviews,0.062,Pet Supplies,Cats,Litter & Housebreaking,Litter,347.0,21.821752548217773
23021309,titles,0.771,Pet Supplies,Cats,Litter & Housebreaking,Litter,347.0,21.821752548217773
23021802,descriptions,0.051,Pet Supplies,Cats,Treats,Snacks,468.0,11.89913272857666
23021802,images,0.276,Pet Supplies,Cats,Treats,Snacks,468.0,11.89913272857666
23021802,reviews,0.662,Pet Supplies,Cats,Treats,Snacks,468.0,11.89913272857666
23021802,titles,0.011,Pet Supplies,Cats,Treats,Snacks,468.0,11.89913272857666
23031107,descriptions,0.059,Pet Supplies,Dogs,Food,Wet,350.0,17.949806213378906
23031107,images,0.712,Pet Supplies,Dogs,Food,Wet,350.0,17.949806213378906
23031107,reviews,0.135,Pet Supplies,Dogs,Food,Wet,350.0,17.949806213378906
23031107,titles,0.095,Pet Supplies,Dogs,Food,Wet,350.0,17.949806213378906
23031904,descriptions,0.028,Pet Supplies,Dogs,Treats,"Cookies, Biscuits & Snacks",482.0,15.223137855529785
23031904,images,0.010,Pet Supplies,Dogs,Treats,"Cookies, Biscuits & Snacks",482.0,15.223137855529785
23031904,reviews,0.035,Pet Supplies,Dogs,Treats,"Cookies, Biscuits & Snacks",482.0,15.223137855529785
23031904,titles,0.928,Pet Supplies,Dogs,Treats,"Cookies, Biscuits & Snacks",482.0,15.223137855529785
27040201,descriptions,0.121,Video Games,Nintendo Switch,Consoles,Consoles,312.0,199.80755615234375
27040201,images,0.386,Video Games,Nintendo Switch,Consoles,Consoles,312.0,199.80755615234375
27040201,reviews,0.310,Video Games,Nintendo Switch,Consoles,Consoles,312.0,199.80755615234375
27040201,titles,0.183,Video Games,Nintendo Switch,Consoles,Consoles,312.0,199.80755615234375
27040301,descriptions,0.793,Video Games,Nintendo Switch,Games,Games,527.0,50.81248092651367
27040301,images,0.040,Video Games,Nintendo Switch,Games,Games,527.0,50.81248092651367
27040301,reviews,0.068,Video Games,Nintendo Switch,Games,Games,527.0,50.81248092651367
27040301,titles,0.099,Video Games,Nintendo Switch,Games,Games,527.0,50.81248092651367
27060103,descriptions,0.208,Video Games,PC,Accessories,Gaming Keyboards,286.0,65.49876403808594
27060103,images,0.312,Video Games,PC,Accessories,Gaming Keyboards,286.0,65.49876403808594
27060103,reviews,0.137,Video Games,PC,Accessories,Gaming Keyboards,286.0,65.49876403808594
27060103,titles,0.343,Video Games,PC,Accessories,Gaming Keyboards,286.0,65.49876403808594
27070401,descriptions,0.953,Video Games,PlayStation 4,Games,Games,447.0,53.215213775634766
27070401,images,0.031,Video Games,PlayStation 4,Games,Games,447.0,53.215213775634766
27070401,reviews,0.000,Video Games,PlayStation 4,Games,Games,447.0,53.215213775634766
27070401,titles,0.015,Video Games,PlayStation 4,Games,Games,447.0,53.215213775634766
27100401,descriptions,0.000,Video Games,Xbox One,Games,Games,378.0,44.45339584350586
27100401,images,0.998,Video Games,Xbox One,Games,Games,378.0,44.45339584350586
27100401,reviews,0.002,Video Games,Xbox One,Games,Games,378.0,44.45339584350586
27100401,titles,0.000,Video Games,Xbox One,Games,Games,378.0,44.45339584350586
