StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q_RelevantIDDuplicate,Q_RelevantIDDuplicateScore,Q_RelevantIDFraudScore,Q_RelevantIDLastStartDate,consent,Q68,numread_print,rank_genres_1,rank_genres_2,rank_genres_3,rank_genres_4,rank_genres_5,instr_timing_1_First Click,instr_timing_1_Last Click,instr_timing_1_Page Submit,instr_timing_1_Click Count,instr_timing_2_First Click,instr_timing_2_Last Click,instr_timing_2_Page Submit,instr_timing_2_Click Count,instr_timing_3_First Click,instr_timing_3_Last Click,instr_timing_3_Page Submit,instr_timing_3_Click Count,instr_timing_4_First Click,instr_timing_4_Last Click,instr_timing_4_Page Submit,instr_timing_4_Click Count,Comprehension #1,Comprehension #2,Q72,Q73,timing_choice1_First Click,timing_choice1_Last Click,timing_choice1_Page Submit,timing_choice1_Click Count,timing_choice2_First Click,timing_choice2_Last Click,timing_choice2_Page Submit,timing_choice2_Click Count,info_provided,impt_attr_1,impt_attr_2,impt_attr_3,impt_attr_4,impt_attr_5,suggestions,PROLIFIC_PID,STUDY_ID,SESSION_ID,selected_id_1,selected_title_1,selected_price_1,selected_position_1,leftover_money_1,selected_id_2,selected_title_2,selected_price_2,selected_position_2,leftover_money_2,order_array_id_1,order_array_titles_1,order_array_prices_1,order_array_id_2,order_array_titles_2,order_array_prices_2,action_log_1,action_log_2,rand_outcome,outcome,starting_bank,price_range_min,price_range_max,book_list_length,Q_TotalDuration,failed_both_comprehension_checks,final_title,final_price,final_leftover_money,final_id
2024-03-15 17:37:39,2024-03-15 17:47:16,IP Address,108.251.152.248,100,576,True,2024-03-15 17:47:16,R_1P4lgLgu6g0Nhdv,,,,,34.9274,-82.3186,anonymous,EN,1,,0,0,,I agree to participate in the research,65df6f49f3c8e8f9638ded49,4 or more,1,2,3,4,5,0,0,22.775,0,0,0,61.68,0,0,0,8.901,0,0,0,11.92,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,35.52,95.841,95.851,10,7.805,9.795,9.701,2,Just enough information to make an informed choice,10,10,3,6,1,,65df6f49f3c8e8f9638ded49,65f4a26b6b8c4bcfe82850f3,65f4bf956d60fb3a884f38a4,3,Please Tell Me,5,8,5,4,The Housemaid,3,8,7,29;47;45;21;23;8;9;46;3;4,Court of Ravens and Ruin;The Art of Letting Go;Dopamine Detox;The Serpent & The Wings of Night;The Ashes & The Star Cursed King;The Ritual;The Inmate;Don’t Believe Everything You Think;Please Tell Me;The Housemaid,7;7;3;7;7;4;5;3;5;3,29;47;45;21;23;8;9;46;4,Court of Ravens and Ruin;The Art of Letting Go;Dopamine Detox;The Serpent & The Wings of Night;The Ashes & The Star Cursed King;The Ritual;The Inmate;Don’t Believe Everything You Think;The Housemaid,7;7;3;7;7;4;5;3;3,open_descr;descr_5;35739:::close_modal;close;40522:::open_descr;descr_6;48042:::close_modal;close;55594:::open_descr;descr_8;59132:::close_modal;close;78781:::open_descr;descr_9;83325:::close_modal;close;91480:::select;row_8;93349:::confirm;row_8;96058,select;row_8;7827:::confirm;row_8;9817,2,choice_2,10,3,7,10,576,,The Housemaid,3,7,4
2024-03-15 17:43:54,2024-03-15 17:47:54,IP Address,71.87.207.51,100,240,True,2024-03-15 17:47:55,R_536Y9G1Afv1sLrH,,,,,35.6491,-88.3945,anonymous,EN,1,,0,0,,I agree to participate in the research,65e08a535789b6dd9808ba8f,4 or more,3,2,1,4,5,0,0,8.734,0,0,0,10.708,0,6.901,6.901,7.822,1,0,0,8.875,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,2.395,3.251,3.257,2,4.681,5.727,5.734,2,Just enough information to make an informed choice,9,10,2,6,4,,65e08a535789b6dd9808ba8f,65f4a26b6b8c4bcfe82850f3,65f4c1120147afdd5076408f,8,The Ritual,6,0,4,4,The Housemaid,3,1,7,8;47;4;21;9;3;23;29;46;45,The Ritual;The Art of Letting Go;The Housemaid;The Serpent & The Wings of Night;The Inmate;Please Tell Me;The Ashes & The Star Cursed King;Court of Ravens and Ruin;Don’t Believe Everything You Think;Dopamine Detox,6;4;3;4;6;5;4;6;4;4,47;4;21;9;3;23;29;46;45,The Art of Letting Go;The Housemaid;The Serpent & The Wings of Night;The Inmate;Please Tell Me;The Ashes & The Star Cursed King;Court of Ravens and Ruin;Don’t Believe Everything You Think;Dopamine Detox,4;3;4;6;5;4;6;4;4,select;row_0;2886:::confirm;row_0;3742,select;row_1;4692:::confirm;row_1;5737,1,choice_1,10,3,7,10,240,,The Ritual,6,4,8
2024-03-15 17:25:06,2024-03-15 17:48:01,IP Address,73.41.212.11,100,1375,True,2024-03-15 17:48:02,R_7VvoSHcEuU5rxND,,,,,38.768,-121.3349,anonymous,EN,0.8999999761581421,,0,0,,I agree to participate in the research,5b07b71c68eff50001d1c859,1,1,5,2,4,3,7.38,7.38,7.864,1,0,0,8.895,0,0,0,10.028,0,0,0,6.817,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,6.89,45.255,45.273,7,8.929,9.849,9.865,2,"Too much, it was hard to digest all the information",6,8,4,7,6,none,5b07b71c68eff50001d1c859,65f4a26b6b8c4bcfe82850f3,65f4bca8cf58d60ef65eb889,9,The Inmate,3,0,7,8,The Ritual,3,6,7,9;46;29;21;23;3;47;8;4;45,The Inmate;Don’t Believe Everything You Think;Court of Ravens and Ruin;The Serpent & The Wings of Night;The Ashes & The Star Cursed King;Please Tell Me;The Art of Letting Go;The Ritual;The Housemaid;Dopamine Detox,3;6;5;5;4;4;7;3;7;5,46;29;21;23;3;47;8;4;45,Don’t Believe Everything You Think;Court of Ravens and Ruin;The Serpent & The Wings of Night;The Ashes & The Star Cursed King;Please Tell Me;The Art of Letting Go;The Ritual;The Housemaid;Dopamine Detox,6;5;5;4;4;7;3;7;5,open_descr;descr_0;8396:::close_modal;close;11945:::open_descr;descr_1;13735:::close_modal;close;32182:::select;row_0;44932:::confirm;row_0;46108,select;row_6;8964:::confirm;row_6;9882,4,nothing,10,3,7,10,1375,,,,,
2024-03-15 17:42:14,2024-03-15 17:48:12,IP Address,67.160.113.168,100,357,True,2024-03-15 17:48:13,R_1dLReIGp022IBAg,,,,,47.6295,-122.3165,anonymous,EN,1,,0,0,,I agree to participate in the research,5dded5423c870ae417c1a468,3,1,5,2,3,4,0,0,8.192,0,0,0,28.706,0,0,0,7.104,0,0,0,7.257,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,12.357,107.124,107.131,8,35.481,40.041,40.048,4,"Too much, it was hard to digest all the information",7,6,1,9,1,,5dded5423c870ae417c1a468,65f4a26b6b8c4bcfe82850f3,65f4c0a7650beb332cc38e16,9,The Inmate,7,3,3,4,The Housemaid,6,1,4,45;4;47;9;46;23;29;3;21;8,Dopamine Detox;The Housemaid;The Art of Letting Go;The Inmate;Don’t Believe Everything You Think;The Ashes & The Star Cursed King;Court of Ravens and Ruin;Please Tell Me;The Serpent & The Wings of Night;The Ritual,6;6;5;7;4;7;3;3;4;6,45;4;47;46;23;29;3;21;8,Dopamine Detox;The Housemaid;The Art of Letting Go;Don’t Believe Everything You Think;The Ashes & The Star Cursed King;Court of Ravens and Ruin;Please Tell Me;The Serpent & The Wings of Night;The Ritual,6;6;5;4;7;3;3;4;6,open_descr;descr_1;13936:::close_modal;close;44460:::open_descr;descr_3;60335:::close_modal;close;73214:::open_descr;descr_5;81469:::close_modal;close;85260:::select;row_3;106517:::confirm;row_3;108701,open_descr;descr_1;35500:::close_modal;close;37922:::select;row_1;39371:::confirm;row_1;40059,4,nothing,10,3,7,10,357,,,,,
2024-03-15 17:38:47,2024-03-15 17:48:39,IP Address,76.216.228.175,100,591,True,2024-03-15 17:48:39,R_5hFRUwkYxrSVVgV,,,,,34.106,-118.3607,anonymous,EN,1,,0,0,,I agree to participate in the research,65c177b5df7572abd4a5acf5,1,2,3,5,1,4,0,0,15.259,0,0,0,17.822,0,0,0,6.593,0,0,0,22.945,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,41.345,178.443,178.449,28,6.671,81.87,81.878,20,Just enough information to make an informed choice,4,8,2,9,8,,65c177b5df7572abd4a5acf5,65f4a26b6b8c4bcfe82850f3,65f4bfe21924d962035edf7c,3,Please Tell Me,7,0,3,45,Dopamine Detox,5,4,5,3;9;46;23;4;45;8;29;47;21,Please Tell Me;The Inmate;Don’t Believe Everything You Think;The Ashes & The Star Cursed King;The Housemaid;Dopamine Detox;The Ritual;Court of Ravens and Ruin;The Art of Letting Go;The Serpent & The Wings of Night,7;4;5;4;5;5;6;5;7;5,9;46;23;4;45;8;29;47;21,The Inmate;Don’t Believe Everything You Think;The Ashes & The Star Cursed King;The Housemaid;Dopamine Detox;The Ritual;Court of Ravens and Ruin;The Art of Letting Go;The Serpent & The Wings of Night,4;5;4;5;5;6;5;7;5,open_review;review_0_0;41799:::close_modal;close;54456:::open_review;review_0_1;55608:::close_modal;close;71257:::open_review;review_2_1;81916:::close_modal;close;85562:::open_review;review_2_2;86611:::close_modal;close;91360:::open_descr;descr_1;100477:::close_modal;close;105769:::open_descr;descr_2;106817:::close_modal;close;109928:::open_descr;descr_4;117100:::close_modal;close;129847:::open_review;review_4_1;130910:::close_modal;close;134485:::open_review;review_4_3;135436:::close_modal;close;138019:::select;row_0;147983:::open_review;review_0_3;159035:::close_modal;close;165919:::open_review;review_0_1;167214:::close_modal;close;168910:::open_review;review_0_3;169838:::close_modal;close;172100:::open_review;review_0_4;172913:::close_modal;close;177962:::confirm;row_0;178897,open_descr;descr_2;6681:::close_modal;close;9152:::open_descr;descr_3;14454:::close_modal;close;18140:::open_review;review_1_4;30910:::close_modal;close;37332:::open_review;review_0_2;40050:::close_modal;close;41961:::open_review;review_1_4;42921:::close_modal;close;49630:::open_review;review_1_2;50893:::close_modal;close;55092:::open_review;review_4_4;69132:::close_modal;close;71357:::open_review;review_4_0;72359:::close_modal;close;76022:::open_review;review_4_2;76855:::close_modal;close;79864:::select;row_4;80825:::confirm;row_4;81881,1,choice_1,10,3,7,10,591,,Please Tell Me,7,3,3
2024-03-15 17:37:54,2024-03-15 17:48:47,IP Address,174.230.146.43,100,652,True,2024-03-15 17:48:48,R_7rvmv0PhYIeSfch,,,,,35.056,-89.8598,anonymous,EN,0.8999999761581421,,0,0,,I agree to participate in the research,5d93aeb1cec22300195493fc,4 or more,1,4,5,2,3,0,0,9.889,0,67.553,67.553,71.768,1,0,0,19.091,0,0,0,6.677,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,17.658,247.345,247.358,10,4.771,5.757,5.767,2,Just enough information to make an informed choice,2,10,1,10,1,,5d93aeb1cec22300195493fc,65f4a26b6b8c4bcfe82850f3,65f4bfa85d662ccfda71568e,4,The Housemaid,3,6,7,9,The Inmate,5,2,5,21;23;9;29;45;47;4;8;46;3,The Serpent & The Wings of Night;The Ashes & The Star Cursed King;The Inmate;Court of Ravens and Ruin;Dopamine Detox;The Art of Letting Go;The Housemaid;The Ritual;Don’t Believe Everything You Think;Please Tell Me,6;3;5;5;3;6;3;7;5;6,21;23;9;29;45;47;8;46;3,The Serpent & The Wings of Night;The Ashes & The Star Cursed King;The Inmate;Court of Ravens and Ruin;Dopamine Detox;The Art of Letting Go;The Ritual;Don’t Believe Everything You Think;Please Tell Me,6;3;5;5;3;6;7;5;6,open_descr;descr_2;27464:::close_modal;close;44857:::open_descr;descr_3;55353:::close_modal;close;68081:::open_descr;descr_6;88119:::close_modal;close;204494:::open_descr;descr_7;212843:::close_modal;close;238967:::select;row_6;253058:::confirm;row_6;257151,select;row_2;4797:::confirm;row_2;5783,3,nothing,10,3,7,10,652,,,,,
2024-03-15 17:44:29,2024-03-15 17:48:51,IP Address,172.58.165.164,100,261,True,2024-03-15 17:48:51,R_5ruZs9H7LhRJnRi,,,,,41.923,-87.7531,anonymous,EN,1,,0,0,,I agree to participate in the research,60fe3a34f7f4d5e48ad56af2,2,2,1,3,4,5,6.803,6.803,7.305,1,8.304,9.368,9.72,3,1.848,3.002,3.965,3,0.701,2.469,3.14,4,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,3.213,33.347,33.355,25,1.267,15.18,15.198,15,Just enough information to make an informed choice,9,7,3,6,6,,60fe3a34f7f4d5e48ad56af2,65f4a26b6b8c4bcfe82850f3,65f4c1365587e55493a202e9,46,Don’t Believe Everything You Think,6,1,4,47,The Art of Letting Go,6,3,4,29;46;3;4;47;23;21;45;8;9,Court of Ravens and Ruin;Don’t Believe Everything You Think;Please Tell Me;The Housemaid;The Art of Letting Go;The Ashes & The Star Cursed King;The Serpent & The Wings of Night;Dopamine Detox;The Ritual;The Inmate,5;6;3;5;6;3;5;7;7;5,29;3;4;47;23;21;45;8;9,Court of Ravens and Ruin;Please Tell Me;The Housemaid;The Art of Letting Go;The Ashes & The Star Cursed King;The Serpent & The Wings of Night;Dopamine Detox;The Ritual;The Inmate,5;3;5;6;3;5;7;7;5,open_review;review_1_0;30289:::close_modal;close;32271:::select;row_1;33021:::confirm;row_1;34369,open_review;review_3_0;12546:::close_modal;close;13908:::select;row_3;14622:::confirm;row_3;15216,1,choice_1,10,3,7,10,261,,Don’t Believe Everything You Think,6,4,46
2024-03-15 17:25:49,2024-03-15 17:49:36,IP Address,69.140.251.198,100,1426,True,2024-03-15 17:49:37,R_2g8fmcehWvIofSK,,,,,39.211,-76.8362,anonymous,EN,0.8999999761581421,,0,0,,I agree to participate in the research,65c290e1d78fe0242f9b4b76,1,2,5,1,3,4,0,0,25.124,0,12.072,21.228,25.723,2,9.202,9.202,12.974,1,6.685,20.941,24.508,2,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,20.636,655.241,655.259,54,7.504,323.002,323.017,30,Just enough information to make an informed choice,6,7,1,10,7,,65c290e1d78fe0242f9b4b76,65f4a26b6b8c4bcfe82850f3,65f4bcc9a1956a4609527bce,29,Court of Ravens and Ruin,6,0,4,4,The Housemaid,7,7,3,29;21;47;45;8;46;9;23;4;3,Court of Ravens and Ruin;The Serpent & The Wings of Night;The Art of Letting Go;Dopamine Detox;The Ritual;Don’t Believe Everything You Think;The Inmate;The Ashes & The Star Cursed King;The Housemaid;Please Tell Me,6;6;3;4;7;3;6;4;7;5,21;47;45;8;46;9;23;4;3,The Serpent & The Wings of Night;The Art of Letting Go;Dopamine Detox;The Ritual;Don’t Believe Everything You Think;The Inmate;The Ashes & The Star Cursed King;The Housemaid;Please Tell Me,6;3;4;7;3;6;4;7;5,open_descr;descr_0;21170:::close_modal;close;120218:::open_review;review_0_0;139251:::close_modal;close;213055:::open_review;review_0_1;214397:::close_modal;close;226867:::open_review;review_0_3;228967:::close_modal;close;232063:::open_review;review_0_4;233123:::close_modal;close;235401:::open_review;review_0_2;236451:::close_modal;close;238473:::open_descr;descr_1;252560:::close_modal;close;288952:::open_review;review_1_4;290258:::close_modal;close;293066:::open_review;review_1_1;294844:::close_modal;close;296848:::open_review;review_9_2;365046:::close_modal;close;384678:::open_descr;descr_9;386874:::close_modal;close;403792:::open_review;review_9_3;405456:::close_modal;close;416767:::open_review;review_9_3;419501:::close_modal;close;421223:::open_descr;descr_8;430132:::close_modal;close;488337:::open_review;review_8_2;492753:::close_modal;close;519501:::open_review;review_8_3;520239:::close_modal;close;533809:::open_review;review_8_0;535291:::close_modal;close;541169:::open_review;review_7_0;550756:::close_modal;close;583034:::open_review;review_7_1;585080:::close_modal;close;592991:::open_review;review_7_3;594261:::close_modal;close;599503:::open_descr;descr_4;610040:::close_modal;close;614773:::open_review;review_4_3;617188:::close_modal;close;626959:::select;row_0;653351:::confirm;row_0;655775,open_descr;descr_5;19281:::close_modal;close;63284:::open_review;review_5_0;65051:::close_modal;close;80234:::open_review;review_5_1;81592:::close_modal;close;88439:::open_review;review_5_2;89859:::close_modal;close;100371:::open_review;review_5_3;101939:::close_modal;close;106643:::open_descr;descr_4;130235:::close_modal;close;169666:::open_descr;descr_3;210951:::close_modal;close;243527:::open_review;review_3_1;245313:::close_modal;close;259397:::open_review;review_3_2;260715:::close_modal;close;275237:::open_review;review_3_3;276543:::close_modal;close;282584:::open_review;review_1_2;290867:::close_modal;close;305601:::select;row_7;319458:::confirm;row_7;323018,2,choice_2,10,3,7,10,1426,,The Housemaid,7,3,4
2024-03-15 17:45:37,2024-03-15 17:49:49,IP Address,172.59.169.239,100,251,True,2024-03-15 17:49:50,R_5HeKRTAaS7005qP,,,,,38.6552,-90.2495,anonymous,EN,1,,0,0,,I agree to participate in the research,650d9650bb81532e8e16d578,4 or more,1,4,2,3,5,0,0,6.587,0,0,0,10.456,0,0,0,6.998,0,0,0,7.647,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,17.397,59.452,59.461,8,13.591,14.999,14.903,2,Just enough information to make an informed choice,9,10,6,10,10,,650d9650bb81532e8e16d578,65f4a26b6b8c4bcfe82850f3,65f4c179a163a187260be04d,3,Please Tell Me,3,1,7,9,The Inmate,5,2,5,4;3;23;9;8;46;47;21;45;29,The Housemaid;Please Tell Me;The Ashes & The Star Cursed King;The Inmate;The Ritual;Don’t Believe Everything You Think;The Art of Letting Go;The Serpent & The Wings of Night;Dopamine Detox;Court of Ravens and Ruin,5;3;6;5;3;5;7;5;4;5,4;23;9;8;46;47;21;45;29,The Housemaid;The Ashes & The Star Cursed King;The Inmate;The Ritual;Don’t Believe Everything You Think;The Art of Letting Go;The Serpent & The Wings of Night;Dopamine Detox;Court of Ravens and Ruin,5;6;5;3;5;7;5;4;5,open_review;review_1_0;18911:::close_modal;close;34549:::open_review;review_1_1;35450:::close_modal;close;44521:::open_review;review_1_4;45530:::close_modal;close;54621:::select;row_1;58858:::confirm;row_1;60965,select;row_2;13611:::confirm;row_2;15018,1,choice_1,10,3,7,10,251,,Please Tell Me,3,7,3
2024-03-15 17:48:43,2024-03-15 17:50:20,IP Address,24.101.131.141,100,96,True,2024-03-15 17:50:20,R_51waoNpWzBWO0hP,,,,,40.0313,-79.5408,anonymous,EN,1,,0,0,,I agree to participate in the research,650b0eb2e8c0266da78521fb,4 or more,3,4,1,2,5,3.173,3.173,4.76,1,5.885,5.885,6.778,1,2.144,2.144,2.851,1,5.682,7.252,9.621,2,1,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,,,,,,,,,,,,,,,,650b0eb2e8c0266da78521fb,65f4a26b6b8c4bcfe82850f3,65f4c231c03a2a1ad9ccc373,,,,,,,,,,,,,,,,,,,1,choice_1,10,3,7,10,96,,,,,
2024-03-15 17:45:35,2024-03-15 17:50:25,IP Address,108.196.91.31,100,290,True,2024-03-15 17:50:26,R_7beawUaafRCqcj7,,,,,35.1063,-89.941,anonymous,EN,1,,0,0,,I agree to participate in the research,5cbcfce214b3cb0015f03471,2,2,5,1,3,4,0,0,19.043,0,0,0,11.814,0,0,0,7.173,0,0,0,6.722,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,9.475,107.995,108.002,31,2.923,4.603,4.609,2,Just enough information to make an informed choice,7,10,6,10,10,Nothing at all.,5cbcfce214b3cb0015f03471,65f4a26b6b8c4bcfe82850f3,65f4c176f9d2590e3d8e5eda,29,Court of Ravens and Ruin,4,5,6,21,The Serpent & The Wings of Night,6,0,4,21;9;8;23;3;29;4;45;47;46,The Serpent & The Wings of Night;The Inmate;The Ritual;The Ashes & The Star Cursed King;Please Tell Me;Court of Ravens and Ruin;The Housemaid;Dopamine Detox;The Art of Letting Go;Don’t Believe Everything You Think,6;4;7;7;6;4;3;6;3;4,21;9;8;23;3;4;45;47;46,The Serpent & The Wings of Night;The Inmate;The Ritual;The Ashes & The Star Cursed King;Please Tell Me;The Housemaid;Dopamine Detox;The Art of Letting Go;Don’t Believe Everything You Think,6;4;7;7;6;3;6;3;4,open_review;review_5_0;11374:::close_modal;close;16076:::select;row_0;45837:::select;row_5;52621:::select;row_0;67629:::open_descr;descr_0;68716:::close_modal;close;71340:::open_review;review_0_4;73380:::close_modal;close;74412:::open_review;review_0_3;75364:::close_modal;close;76780:::open_review;review_0_2;77732:::close_modal;close;78740:::open_review;review_0_1;79676:::close_modal;close;80628:::open_review;review_0_0;81676:::close_modal;close;87260:::open_review;review_5_0;94716:::close_modal;close;96036:::open_review;review_5_1;97044:::close_modal;close;97964:::open_review;review_5_2;98852:::close_modal;close;99636:::open_review;review_5_3;100500:::close_modal;close;102204:::open_review;review_5_4;103372:::close_modal;close;104244:::select;row_5;107364:::confirm;row_5;109892,select;row_0;2949:::confirm;row_0;4629,4,nothing,10,3,7,10,290,,,,,
2024-03-15 17:38:14,2024-03-15 17:50:26,IP Address,73.141.243.233,100,731,True,2024-03-15 17:50:27,R_3ir6JzzQnAXQghy,,,,,40.0545,-75.1607,anonymous,EN,0.8999999761581421,,0,0,,I agree to participate in the research,61255c5cd3dc2cfd8fbc101d,1,2,4,1,3,5,0,0,17.652,0,10.978,23.54,48.61,3,11.35,16.895,19.123,4,8.548,8.548,17.352,1,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,14.853,391.319,391.327,40,21.488,27.344,27.351,3,Just enough information to make an informed choice,4,7,2,8,8,,61255c5cd3dc2cfd8fbc101d,65f4a26b6b8c4bcfe82850f3,65f4bf5c0147afdd50764036,3,Please Tell Me,5,4,5,46,Don’t Believe Everything You Think,3,2,7,4;45;46;23;3;29;8;9;21;47,The Housemaid;Dopamine Detox;Don’t Believe Everything You Think;The Ashes & The Star Cursed King;Please Tell Me;Court of Ravens and Ruin;The Ritual;The Inmate;The Serpent & The Wings of Night;The Art of Letting Go,7;4;3;4;5;4;6;4;3;6,4;45;46;23;29;8;9;21;47,The Housemaid;Dopamine Detox;Don’t Believe Everything You Think;The Ashes & The Star Cursed King;Court of Ravens and Ruin;The Ritual;The Inmate;The Serpent & The Wings of Night;The Art of Letting Go,7;4;3;4;4;6;4;3;6,open_descr;descr_0;26508:::close_modal;close;47069:::open_descr;descr_3;97933:::close_modal;close;113319:::open_descr;descr_2;176423:::close_modal;close;191943:::open_review;review_2_0;194872:::close_modal;close;207375:::open_review;review_2_1;208655:::close_modal;close;214552:::open_review;review_2_2;215232:::close_modal;close;223537:::open_review;review_2_3;224442:::close_modal;close;236825:::open_review;review_2_4;238249:::close_modal;close;249210:::open_descr;descr_4;264118:::close_modal;close;309897:::open_review;review_4_0;318083:::close_modal;close;331189:::open_review;review_4_1;332342:::close_modal;close;340839:::open_review;review_4_2;341927:::close_modal;close;351712:::open_review;review_4_3;353161:::close_modal;close;361626:::open_review;review_4_4;362626:::close_modal;close;388090:::select;row_4;389435:::confirm;row_4;391771,select;row_2;26326:::confirm;row_2;27358,2,choice_2,10,3,7,10,731,,Don’t Believe Everything You Think,3,7,46
2024-03-15 17:41:06,2024-03-15 17:51:08,IP Address,67.250.169.154,100,601,True,2024-03-15 17:51:09,R_1lU643H4z5yq9AR,,,,,40.726,-73.848,anonymous,EN,1,,0,0,,I agree to participate in the research,65ca3e7cadd05f164402ca13,1,3,1,2,5,4,1.127,4.31,8.304,2,4.892,363.264,364.412,2,1.751,1.751,2.522,1,1.495,8.104,9.102,5,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,26.036,61.505,61.408,11,13.538,24.018,24.075,6,Just enough information to make an informed choice,4,4,1,5,1,,65ca3e7cadd05f164402ca13,65f4a26b6b8c4bcfe82850f3,65f4c06dd0dc4e028e161db4,47,The Art of Letting Go,5,4,5,3,Please Tell Me,7,4,3,23;46;21;29;47;3;8;4;45;9,The Ashes & The Star Cursed King;Don’t Believe Everything You Think;The Serpent & The Wings of Night;Court of Ravens and Ruin;The Art of Letting Go;Please Tell Me;The Ritual;The Housemaid;Dopamine Detox;The Inmate,6;7;6;7;5;7;6;3;4;4,23;46;21;29;3;8;4;45;9,The Ashes & The Star Cursed King;Don’t Believe Everything You Think;The Serpent & The Wings of Night;Court of Ravens and Ruin;Please Tell Me;The Ritual;The Housemaid;Dopamine Detox;The Inmate,6;7;6;7;7;6;3;4;4,select;row_4;58787:::confirm;row_4;62210,select;row_4;14258:::confirm;row_4;24063,2,choice_2,10,3,7,10,601,,Please Tell Me,7,3,3
2024-03-15 17:47:06,2024-03-15 17:51:22,IP Address,24.177.239.229,100,256,True,2024-03-15 17:51:22,R_5S6spf4340fKlpY,,,,,34.7927,-82.5839,anonymous,EN,1,,0,0,,I agree to participate in the research,65cba09158b74649b3cd7505,4 or more,3,1,2,4,5,0,0,53.517,0,0,0,5.594,0,0,0,3.9,0,0,0,5.778,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,7.033,56.476,56.483,9,5.926,7.156,7.163,2,Just enough information to make an informed choice,5,10,3,9,6,,65cba09158b74649b3cd7505,65f4a26b6b8c4bcfe82850f3,65f4c1d4e362c758589862a2,21,The Serpent & The Wings of Night,7,4,3,29,Court of Ravens and Ruin,5,7,5,9;45;46;4;21;23;3;47;29;8,The Inmate;Dopamine Detox;Don’t Believe Everything You Think;The Housemaid;The Serpent & The Wings of Night;The Ashes & The Star Cursed King;Please Tell Me;The Art of Letting Go;Court of Ravens and Ruin;The Ritual,4;6;5;4;7;4;6;3;5;3,9;45;46;4;23;3;47;29;8,The Inmate;Dopamine Detox;Don’t Believe Everything You Think;The Housemaid;The Ashes & The Star Cursed King;Please Tell Me;The Art of Letting Go;Court of Ravens and Ruin;The Ritual,4;6;5;4;4;6;3;5;3,open_review;review_0_0;7621:::close_modal;close;9459:::select;row_4;30365:::open_descr;descr_8;41826:::close_modal;close;42986:::select;row_8;51185:::select;row_4;53827:::confirm;row_4;57063,select;row_7;5943:::confirm;row_7;7172,2,choice_2,10,3,7,10,256,,Court of Ravens and Ruin,5,5,29
2024-03-15 17:48:51,2024-03-15 17:51:43,IP Address,98.242.179.18,100,171,True,2024-03-15 17:51:44,R_2S0Gzuzn4XSAQq5,,,,,26.0219,-80.3003,anonymous,EN,1,,0,0,,I agree to participate in the research,655f96e689f922fe983fed35,4 or more,3,2,1,4,5,2.808,2.808,4.3,1,1.644,1.644,7.577,1,1.445,1.445,3.534,1,0,0,6.527,0,2,The e-book that you would be most likely to buy in an online bookstore if you were presented with this selection of e-books outside this study,,,33.393,34.253,34.262,2,8.048,9.684,9.692,2,Just enough information to make an informed choice,8,9,1,6,2,,655f96e689f922fe983fed35,65f4a26b6b8c4bcfe82850f3,65f4c198e362c7585898628b,21,The Serpent & The Wings of Night,3,8,7,23,The Ashes & The Star Cursed King,4,8,6,8;3;46;4;45;29;9;47;21;23,The Ritual;Please Tell Me;Don’t Believe Everything You Think;The Housemaid;Dopamine Detox;Court of Ravens and Ruin;The Inmate;The Art of Letting Go;The Serpent & The Wings of Night;The Ashes & The Star Cursed King,5;7;3;4;4;6;6;3;3;4,8;3;46;4;45;29;9;47;23,The Ritual;Please Tell Me;Don’t Believe Everything You Think;The Housemaid;Dopamine Detox;Court of Ravens and Ruin;The Inmate;The Art of Letting Go;The Ashes & The Star Cursed King,5;7;3;4;4;6;6;3;4,select;row_8;33670:::confirm;row_8;34530,select;row_8;8070:::confirm;row_8;9705,4,nothing,10,3,7,10,171,,,,,
